Country,Year,Average Temperature per Year,Consumption Levels
China,1999,7.84,913.96
China,2000,7.24,992.94
China,2001,7.6,1076.55
China,2002,7.8,1194.86
China,2003,7.52,1379.48
China,2004,7.71,1585.84
China,2005,7.41,1782.31
China,2006,7.95,2039.01
China,2007,8.13,2325.93
China,2008,7.57,2446.37
China,2009,7.81,2612.46
China,2010,7.55,2943.59
China,2011,7.36,3295.78
China,2012,7.08,3466.02
China,2013,9.3,3757.19
Colombia,1971,24.56,426.39
Colombia,1972,25.04,411.68
Colombia,1973,25.18,444.85
Colombia,1974,24.66,485.55
Colombia,1975,24.61,467.19
Colombia,1976,24.77,483.08
Colombia,1977,25.29,528.02
Colombia,1978,25.12,584.76
Colombia,1979,25.21,624.72
Colombia,1980,25.43,654.91
Colombia,1981,25.14,651.09
Colombia,1982,25.19,676.11
Colombia,1983,25.63,679.97
Colombia,1984,24.88,736.48
Colombia,1985,25.01,771.29
Colombia,1986,25.01,825.87
Colombia,1987,25.63,800.31
Colombia,1988,25.21,819.18
Colombia,1989,24.86,865.74
Colombia,1990,25.22,884.99
Colombia,1991,25.34,883.91
Colombia,1992,25.53,789.8
Colombia,1993,25.21,884.83
Colombia,1994,25.16,922.24
Colombia,1995,25.49,932.02
Colombia,1996,25.15,922.13
Colombia,1997,25.58,928.38
Colombia,1998,25.88,904.16
Colombia,1999,24.87,836.62
Colombia,2000,25.03,854.54
Colombia,2001,25.41,875.0
Colombia,2002,25.57,882.36
Colombia,2003,25.66,885.51
Colombia,2004,25.55,921.55
Colombia,2005,25.67,918.41
Colombia,2006,25.48,970.66
Colombia,2007,25.49,998.42
Colombia,2008,25.15,998.37
Colombia,2009,25.62,1076.1
Colombia,2010,25.69,1104.49
Colombia,2011,25.25,1148.56
Colombia,2012,25.38,1177.57
Colombia,2013,25.58,1317.97
Costa Rica,1971,25.43,602.47
Costa Rica,1972,26.05,647.9
Costa Rica,1973,25.95,671.4
Costa Rica,1974,25.49,713.23
Costa Rica,1975,25.48,724.96
Costa Rica,1976,25.78,759.85
Costa Rica,1977,26.12,790.79
Costa Rica,1978,25.9,842.0
Costa Rica,1979,25.87,850.06
Costa Rica,1980,25.89,922.01
Costa Rica,1981,25.78,953.12
Costa Rica,1982,26.11,923.64
Costa Rica,1983,26.51,908.28
Costa Rica,1984,25.61,978.04
Costa Rica,1985,25.75,994.78
Costa Rica,1986,26.03,1062.91
Costa Rica,1987,26.75,1129.39
Costa Rica,1988,25.95,1127.12
Costa Rica,1989,25.78,1062.68
Costa Rica,1990,26.29,1058.81
Costa Rica,1991,26.29,1108.84
Costa Rica,1992,26.36,1390.45
Costa Rica,1993,26.32,1319.97
Costa Rica,1994,26.43,1256.47
Costa Rica,1995,26.29,1271.53
Costa Rica,1996,25.96,1241.71
Costa Rica,1997,26.81,1352.35
Costa Rica,1998,26.97,1307.37
Costa Rica,1999,25.86,1429.48
Costa Rica,2000,26.07,1500.56
Costa Rica,2001,26.11,1478.82
Costa Rica,2002,26.31,1550.23
Costa Rica,2003,26.58,1633.95
Costa Rica,2004,26.53,1668.55
Costa Rica,2005,26.4,1709.03
Costa Rica,2006,26.51,1809.2
Costa Rica,2007,26.38,1870.49
Costa Rica,2008,26.06,1872.76
Costa Rica,2009,26.52,1827.91
Costa Rica,2010,26.23,1869.65
Costa Rica,2011,26.11,1866.48
Costa Rica,2012,26.28,1922.9
Costa Rica,2013,26.46,1919.84
Croatia,1990,12.43,2966.28
Croatia,1991,11.33,2608.86
Croatia,1992,12.55,2227.8
Croatia,1993,11.93,2218.25
Croatia,1994,13.11,2203.13
Croatia,1995,11.88,2314.7
Croatia,1996,11.13,2405.04
Croatia,1997,11.83,2609.97
Croatia,1998,12.1,2631.43
Croatia,1999,12.32,2778.89
Croatia,2000,13.23,2828.82
Croatia,2001,12.41,2993.27
Croatia,2002,12.9,3191.41
Croatia,2003,12.57,3257.89
Croatia,2004,11.92,3429.35
Croatia,2005,11.38,3582.25
Croatia,2006,12.24,3744.47
Croatia,2007,13.07,3846.67
Croatia,2008,12.98,3990.3
Croatia,2009,12.88,3818.42
Croatia,2010,11.96,3922.31
Croatia,2011,12.76,3900.6
Croatia,2012,12.97,3819.28
Croatia,2013,13.59,3754.27
Cuba,1971,25.48,497.02
Cuba,1972,25.77,506.91
Cuba,1973,25.68,540.23
Cuba,1974,25.55,565.81
Cuba,1975,25.89,618.23
Cuba,1976,25.5,667.23
Cuba,1977,25.66,718.74
Cuba,1978,25.63,787.05
Cuba,1979,25.68,863.86
Cuba,1980,25.85,843.5
Cuba,1981,25.49,967.96
Cuba,1982,26.08,1010.0
Cuba,1983,25.87,1050.92
Cuba,1984,25.63,1112.61
Cuba,1985,25.67,997.73
Cuba,1986,25.87,1068.15
Cuba,1987,25.92,1087.06
Cuba,1988,25.82,1144.32
Cuba,1989,25.9,1182.65
Cuba,1990,26.13,1208.94
Cuba,1991,26.17,1044.91
Cuba,1992,25.86,900.52
Cuba,1993,25.87,836.18
Cuba,1994,26.26,894.44
Cuba,1995,26.13,916.1
Cuba,1996,25.8,972.36
Cuba,1997,26.64,1039.45
Cuba,1998,26.41,1045.88
Cuba,1999,25.8,1081.92
Cuba,2000,25.78,1140.04
Cuba,2001,25.86,1160.5
Cuba,2002,26.31,1188.27
Cuba,2003,26.36,1196.6
Cuba,2004,26.27,1177.96
Cuba,2005,26.14,1156.67
Cuba,2006,26.15,1227.28
Cuba,2007,26.28,1300.28
Cuba,2008,26.05,1318.75
Cuba,2009,26.02,1328.08
Cuba,2010,25.63,1295.7
Cuba,2011,26.15,1325.2
Cuba,2012,26.06,1372.85
Cuba,2013,26.25,1430.63
Cyprus,1971,18.91,954.36
Cyprus,1972,18.59,1099.41
Cyprus,1973,18.99,1189.48
Cyprus,1974,18.84,1033.02
Cyprus,1975,18.84,1037.24
Cyprus,1976,18.58,1154.32
Cyprus,1977,19.06,1233.98
Cyprus,1978,19.24,1302.76
Cyprus,1979,19.56,1375.8
Cyprus,1980,18.85,1427.88
Cyprus,1981,19.23,1440.69
Cyprus,1982,18.57,1526.8
Cyprus,1983,18.42,1624.08
Cyprus,1984,18.94,1632.67
Cyprus,1985,19.2,1698.87
Cyprus,1986,19.28,1794.35
Cyprus,1987,18.88,1868.82
Cyprus,1988,19.08,2009.36
Cyprus,1989,19.08,2217.1
Cyprus,1990,19.19,2362.71
Cyprus,1991,19.08,2431.6
Cyprus,1992,18.05,2803.45
Cyprus,1993,18.95,2978.26
Cyprus,1994,19.8,3031.58
Cyprus,1995,19.08,2762.0
Cyprus,1996,19.48,2795.27
Cyprus,1997,18.88,2846.89
Cyprus,1998,19.96,3077.65
Cyprus,1999,20.07,3159.08
Cyprus,2000,19.44,3355.7
Cyprus,2001,20.01,3438.95
Cyprus,2002,19.73,3683.59
Cyprus,2003,19.74,3891.64
Cyprus,2004,19.6,3914.85
Cyprus,2005,19.59,4062.44
Cyprus,2006,19.54,4198.26
Cyprus,2007,19.95,4335.71
Cyprus,2008,20.14,4509.38
Cyprus,2009,20.16,4523.96
Cyprus,2010,20.95,4516.3
Cyprus,2011,19.68,4164.75
Cyprus,2012,20.01,3960.03
Cyprus,2013,20.35,3516.81
Denmark,1971,-19.14,3059.36
Denmark,1972,-18.27,3346.83
Denmark,1973,-18.71,3428.21
Denmark,1974,-17.66,3245.99
Denmark,1975,-18.95,3414.52
Denmark,1976,-17.5,3793.72
Denmark,1977,-17.62,3999.67
Denmark,1978,-17.92,4314.45
Denmark,1979,-18.07,4541.9
Denmark,1980,-17.01,4599.23
Denmark,1981,-17.82,4590.0
Denmark,1982,-18.44,4678.95
Denmark,1983,-19.86,4739.65
Denmark,1984,-18.77,4979.64
Denmark,1985,-17.08,5351.13
Denmark,1986,-17.62,5618.55
Denmark,1987,-18.2,5794.39
Denmark,1988,-17.32,5858.06
Denmark,1989,-18.78,5853.96
Denmark,1990,-17.87,5944.83
Denmark,1991,-17.83,6217.34
Denmark,1992,-19.0,6236.26
Denmark,1993,-18.72,6306.87
Denmark,1994,-18.09,6539.54
Denmark,1995,-17.7,6424.54
Denmark,1996,-16.81,6646.69
Denmark,1997,-17.46,6607.2
Denmark,1998,-16.62,6504.26
Denmark,1999,-17.7,6508.51
Denmark,2000,-16.82,6482.49
Denmark,2001,-17.07,6490.09
Denmark,2002,-16.29,6533.75
Denmark,2003,-15.75,6602.64
Denmark,2004,-16.77,6615.57
Denmark,2005,-15.64,6659.0
Denmark,2006,-16.57,6824.75
Denmark,2007,-16.53,6668.39
Denmark,2008,-16.84,6534.12
Denmark,2009,-16.78,6219.7
Denmark,2010,-15.09,6327.51
Denmark,2011,-16.64,6165.97
Denmark,2012,-16.26,6038.55
Denmark,2013,-14.93,6039.43
Dominican Republic,1971,25.42,329.79
Dominican Republic,1972,25.65,310.7
Dominican Republic,1973,25.9,402.99
Dominican Republic,1974,25.42,367.37
Dominican Republic,1975,25.6,405.76
Dominican Republic,1976,25.49,384.5
Dominican Republic,1977,26.03,424.97
Dominican Republic,1978,25.96,412.89
Dominican Republic,1979,25.77,475.48
Dominican Republic,1980,26.37,444.94
Dominican Republic,1981,26.1,446.88
Dominican Republic,1982,25.96,331.01
Dominican Republic,1983,26.26,369.27
Dominican Republic,1984,25.76,448.1
Dominican Republic,1985,25.76,480.23
Dominican Republic,1986,25.93,488.07
Dominican Republic,1987,26.29,481.42
Dominican Republic,1988,26.12,382.93
Dominican Republic,1989,25.9,336.39
Dominican Republic,1990,26.17,391.5
Dominican Republic,1991,26.05,400.91
Dominican Republic,1992,25.94,543.26
Dominican Republic,1993,25.92,510.82
Dominican Republic,1994,26.28,528.36
Dominican Republic,1995,26.36,498.49
Dominican Republic,1996,25.87,634.77
Dominican Republic,1997,26.7,638.03
Dominican Republic,1998,26.68,1092.23
Dominican Republic,1999,26.17,1270.42
Dominican Republic,2000,25.88,1316.97
Dominican Republic,2001,26.34,1277.77
Dominican Republic,2002,26.58,1379.29
Dominican Republic,2003,26.63,1354.62
Dominican Republic,2004,26.36,1119.97
Dominican Republic,2005,26.52,1225.56
Dominican Republic,2006,26.59,1320.85
Dominican Republic,2007,26.63,1349.9
Dominican Republic,2008,26.2,1368.48
Dominican Republic,2009,26.42,1315.91
Dominican Republic,2010,26.46,1383.32
Dominican Republic,2011,26.25,1415.02
Dominican Republic,2012,26.34,1484.42
Dominican Republic,2013,26.29,1535.09
Ecuador,1971,21.57,142.18
Ecuador,1972,22.49,147.09
Ecuador,1973,22.08,160.7
Ecuador,1974,21.7,171.61
Ecuador,1975,21.57,193.08
Ecuador,1976,21.98,219.73
Ecuador,1977,22.19,247.78
Ecuador,1978,22.09,286.67
Ecuador,1979,22.29,321.36
Ecuador,1980,22.34,353.13
Ecuador,1981,22.17,377.25
Ecuador,1982,22.48,396.03
Ecuador,1983,22.95,400.64
Ecuador,1984,21.89,403.53
Ecuador,1985,21.84,389.44
Ecuador,1986,22.07,409.27
Ecuador,1987,22.85,442.27
Ecuador,1988,22.13,442.14
Ecuador,1989,21.88,436.33
Ecuador,1990,22.43,470.63
Ecuador,1991,22.53,498.77
Ecuador,1992,22.61,513.0
Ecuador,1993,22.42,509.39
Ecuador,1994,22.22,543.11
Ecuador,1995,22.57,547.07
Ecuador,1996,22.03,608.4
Ecuador,1997,23.08,652.74
Ecuador,1998,23.12,686.49
Ecuador,1999,21.9,636.32
Ecuador,2000,22.03,637.63
Ecuador,2001,22.24,650.34
Ecuador,2002,22.76,692.32
Ecuador,2003,22.67,719.48
Ecuador,2004,22.65,827.58
Ecuador,2005,22.53,797.75
Ecuador,2006,22.6,865.58
Ecuador,2007,22.36,955.81
Ecuador,2008,22.22,1080.31
Ecuador,2009,22.68,1107.32
Ecuador,2010,22.64,1139.59
Ecuador,2011,22.34,1212.52
Ecuador,2012,22.45,1276.23
Ecuador,2013,22.26,1328.06
El Salvador,1971,24.87,172.33
El Salvador,1972,25.57,184.83
El Salvador,1973,25.32,207.42
El Salvador,1974,24.89,219.88
El Salvador,1975,24.99,213.9
El Salvador,1976,24.91,244.31
El Salvador,1977,25.4,264.29
El Salvador,1978,25.33,286.9
El Salvador,1979,25.34,294.83
El Salvador,1980,25.43,278.55
El Salvador,1981,25.06,266.2
El Salvador,1982,25.42,263.05
El Salvador,1983,25.8,282.75
El Salvador,1984,24.94,291.5
El Salvador,1985,25.14,299.99
El Salvador,1986,25.15,302.97
El Salvador,1987,25.74,319.11
El Salvador,1988,25.47,326.28
El Salvador,1989,25.2,325.19
El Salvador,1990,25.57,345.99
El Salvador,1991,25.64,362.75
El Salvador,1992,25.78,375.53
El Salvador,1993,25.66,426.75
El Salvador,1994,25.91,462.67
El Salvador,1995,25.73,494.94
El Salvador,1996,25.35,506.63
El Salvador,1997,26.04,546.67
El Salvador,1998,26.13,562.1
El Salvador,1999,25.28,580.87
El Salvador,2000,25.41,607.71
El Salvador,2001,25.49,620.23
El Salvador,2002,25.71,661.76
El Salvador,2003,25.72,689.91
El Salvador,2004,25.74,688.74
El Salvador,2005,25.62,757.23
El Salvador,2006,25.76,823.11
El Salvador,2007,25.48,891.11
El Salvador,2008,25.25,864.69
El Salvador,2009,25.79,855.33
El Salvador,2010,25.46,866.86
El Salvador,2011,25.55,891.1
El Salvador,2012,25.56,927.08
El Salvador,2013,25.91,971.44
Eritrea,1992,26.43,64.02
Eritrea,1993,26.93,64.6
Eritrea,1994,26.89,69.03
Eritrea,1995,27.14,68.61
Eritrea,1996,27.18,74.64
Eritrea,1997,27.15,80.73
Eritrea,1998,27.58,70.18
Eritrea,1999,27.51,74.69
Eritrea,2000,27.52,71.88
Eritrea,2001,27.41,78.8
Eritrea,2002,27.64,84.79
Eritrea,2003,27.73,87.81
Eritrea,2004,27.58,85.05
Eritrea,2005,27.69,85.46
Eritrea,2006,27.49,80.55
Eritrea,2007,27.49,83.73
Eritrea,2008,27.59,80.51
Eritrea,2009,28.09,84.31
Eritrea,2010,28.05,86.41
Eritrea,2011,27.59,89.48
Eritrea,2012,27.88,92.85
Eritrea,2013,28.5,94.65
Estonia,1990,6.7,5755.89
Estonia,1991,6.26,5617.06
Estonia,1992,6.4,4933.82
Estonia,1993,5.15,4049.85
Estonia,1994,5.25,4354.83
Estonia,1995,6.17,4244.64
Estonia,1996,4.58,4556.39
Estonia,1997,5.78,4811.6
Estonia,1998,5.36,4733.95
Estonia,1999,6.46,4460.37
Estonia,2000,7.01,4540.49
Estonia,2001,5.97,4680.45
Estonia,2002,6.21,4767.46
Estonia,2003,5.66,5158.6
Estonia,2004,5.94,5429.53
Estonia,2005,6.0,5531.55
Estonia,2006,6.53,5869.42
Estonia,2007,6.83,6277.41
Estonia,2008,7.27,6364.57
Estonia,2009,6.06,5975.95
Estonia,2010,5.04,6506.32
Estonia,2011,6.87,6314.41
Estonia,2012,5.49,6689.37
Estonia,2013,6.96,6664.66
Ethiopia,1971,22.75,18.97
Ethiopia,1972,23.25,18.87
Ethiopia,1973,23.45,17.95
Ethiopia,1974,22.79,17.21
Ethiopia,1975,22.85,16.65
Ethiopia,1976,23.0,16.06
Ethiopia,1977,23.14,14.99
Ethiopia,1978,23.12,15.62
Ethiopia,1979,23.33,17.15
Ethiopia,1980,23.64,18.17
Ethiopia,1981,23.15,19.04
Ethiopia,1982,23.26,19.56
Ethiopia,1983,23.49,20.4
Ethiopia,1984,23.19,21.48
Ethiopia,1985,22.92,20.08
Ethiopia,1986,23.19,20.14
Ethiopia,1987,23.63,20.56
Ethiopia,1988,23.52,19.41
Ethiopia,1989,22.86,18.75
Ethiopia,1990,23.38,22.6
Ethiopia,1991,23.41,21.79
Ethiopia,1992,23.24,21.48
Ethiopia,1993,22.99,23.14
Ethiopia,1994,23.21,23.48
Ethiopia,1995,23.4,23.91
Ethiopia,1996,23.36,24.31
Ethiopia,1997,23.42,23.73
Ethiopia,1998,23.69,23.57
Ethiopia,1999,23.45,22.74
Ethiopia,2000,23.76,22.48
Ethiopia,2001,23.66,26.24
Ethiopia,2002,23.82,25.89
Ethiopia,2003,23.86,28.24
Ethiopia,2004,23.78,30.34
Ethiopia,2005,23.9,33.05
Ethiopia,2006,23.78,36.92
Ethiopia,2007,23.72,38.93
Ethiopia,2008,23.6,40.29
Ethiopia,2009,24.27,41.42
Ethiopia,2010,23.93,47.44
Ethiopia,2011,24.07,51.59
Ethiopia,2012,23.98,56.17
Ethiopia,2013,24.63,62.93
Finland,1971,0.86,4889.5
Finland,1972,2.82,5516.14
Finland,1973,1.71,6046.83
Finland,1974,3.36,6140.19
Finland,1975,3.0,5946.38
Finland,1976,0.41,6545.75
Finland,1977,1.17,6726.66
Finland,1978,0.12,7330.41
Finland,1979,1.41,7930.63
Finland,1980,0.88,8295.79
Finland,1981,0.84,8493.61
Finland,1982,1.81,8533.16
Finland,1983,2.0,9124.16
Finland,1984,2.43,9808.47
Finland,1985,-0.49,10482.83
Finland,1986,1.18,10622.89
Finland,1987,-0.16,11358.39
Finland,1988,1.86,11778.27
Finland,1989,3.67,12034.76
Finland,1990,2.94,12485.68
Finland,1991,2.33,12470.73
Finland,1992,2.65,12514.1
Finland,1993,1.78,13012.67
Finland,1994,1.77,13603.28
Finland,1995,2.35,13591.4
Finland,1996,1.69,13721.92
Finland,1997,2.23,14454.94
Finland,1998,1.23,14846.42
Finland,1999,2.32,15075.87
Finland,2000,3.59,15305.41
Finland,2001,2.1,15709.88
Finland,2002,2.23,16140.07
Finland,2003,2.5,16445.57
Finland,2004,2.61,16777.57
Finland,2005,3.23,16117.89
Finland,2006,2.89,17215.04
Finland,2007,3.09,17160.86
Finland,2008,3.2,16349.23
Finland,2009,2.44,15243.11
Finland,2010,1.14,16484.09
Finland,2011,3.54,15710.97
Finland,2012,1.91,15689.22
Finland,2013,4.06,15510.84
France,1971,12.87,2761.7
France,1972,12.59,2938.28
France,1973,12.89,3171.96
France,1974,13.04,3276.07
France,1975,12.96,3267.65
France,1976,13.28,3611.5
France,1977,13.02,3707.43
France,1978,12.66,3947.61
France,1979,12.84,4216.56
France,1980,12.56,4430.73
France,1981,13.08,4585.47
France,1982,13.68,4620.52
France,1983,13.49,4713.24
France,1984,12.87,4950.11
France,1985,12.63,5267.41
France,1986,12.87,5520.79
France,1987,12.96,5665.17
France,1988,13.58,5753.48
France,1989,13.93,5878.08
France,1990,14.04,5988.66
France,1991,13.14,6359.96
France,1992,13.46,6475.93
France,1993,13.15,6453.07
France,1994,14.16,6530.37
France,1995,13.9,6621.75
France,1996,13.01,6904.77
France,1997,14.1,6832.56
France,1998,13.72,7014.74
France,1999,13.9,7148.39
France,2000,13.97,7223.47
France,2001,13.7,7341.07
France,2002,14.05,7297.95
France,2003,14.34,7528.09
France,2004,13.66,7660.1
France,2005,13.69,7651.77
France,2006,14.14,7539.48
France,2007,13.9,7512.93
France,2008,13.58,7642.89
France,2009,13.94,7337.61
France,2010,13.12,7734.36
France,2011,14.48,7232.71
France,2012,13.71,7363.15
France,2013,13.58,7367.44
Gabon,1971,24.17,183.7
Gabon,1972,24.26,210.51
Gabon,1973,24.7,255.0
Gabon,1974,24.15,292.79
Gabon,1975,24.17,375.37
Gabon,1976,23.91,477.41
Gabon,1977,24.55,631.72
Gabon,1978,24.35,606.63
Gabon,1979,24.69,706.67
Gabon,1980,24.62,702.2
Gabon,1981,24.3,767.33
Gabon,1982,24.13,835.88
Gabon,1983,24.61,891.38
Gabon,1984,24.62,944.31
Gabon,1985,24.3,994.77
Gabon,1986,24.3,997.34
Gabon,1987,24.85,975.67
Gabon,1988,24.77,964.04
Gabon,1989,24.51,806.06
Gabon,1990,24.57,888.07
Gabon,1991,24.57,876.24
Gabon,1992,24.24,855.95
Gabon,1993,24.54,838.19
Gabon,1994,24.65,740.67
Gabon,1995,24.94,746.01
Gabon,1996,24.46,821.31
Gabon,1997,24.73,828.95
Gabon,1998,25.39,888.55
Gabon,1999,24.74,872.85
Gabon,2000,24.57,849.22
Gabon,2001,24.51,866.38
Gabon,2002,24.83,889.17
Gabon,2003,24.91,896.69
Gabon,2004,24.85,875.02
Gabon,2005,24.97,873.59
Gabon,2006,25.16,899.81
Gabon,2007,25.06,921.42
Gabon,2008,25.13,931.89
Gabon,2009,25.13,894.44
Gabon,2010,25.22,908.77
Gabon,2011,24.73,919.04
Gabon,2012,24.83,941.9
Gabon,2013,24.84,1031.42
Georgia,1990,8.84,3039.15
Georgia,1991,8.86,2696.71
Georgia,1992,7.39,2125.17
Georgia,1993,7.4,1936.84
Georgia,1994,8.72,1988.6
Georgia,1995,9.43,1492.36
Georgia,1996,9.12,1150.79
Georgia,1997,8.55,1331.52
Georgia,1998,9.86,1517.81
Georgia,1999,9.77,1563.8
Georgia,2000,9.31,1574.39
Georgia,2001,9.86,1583.56
Georgia,2002,9.21,1653.38
Georgia,2003,8.8,1749.86
Georgia,2004,9.22,1814.46
Georgia,2005,9.41,1916.48
Georgia,2006,9.4,1769.17
Georgia,2007,9.53,1829.98
Georgia,2008,9.31,1881.54
Georgia,2009,9.55,1833.04
Georgia,2010,11.1,2049.54
Georgia,2011,8.52,2289.13
Georgia,2012,9.79,2329.93
Georgia,2013,10.69,2498.34
Germany,1971,8.6,4064.45
Germany,1972,8.05,4335.77
Germany,1973,8.4,4654.99
Germany,1974,8.97,4803.42
Germany,1975,9.09,4743.94
Germany,1976,8.65,5146.93
Germany,1977,8.8,5285.26
Germany,1978,7.93,5574.75
Germany,1979,7.9,5786.13
Germany,1980,7.73,5797.5
Germany,1981,8.32,5832.06
Germany,1982,9.07,5822.03
Germany,1983,9.19,5965.46
Germany,1984,8.12,6239.97
Germany,1985,7.61,6448.54
Germany,1986,8.09,6530.24
Germany,1987,7.59,6666.22
Germany,1988,9.2,6776.31
Germany,1989,9.68,6835.33
Germany,1990,9.69,6639.73
Germany,1991,8.52,6564.8
Germany,1992,9.51,6445.87
Germany,1993,8.63,6288.42
Germany,1994,9.85,6244.96
Germany,1995,9.03,6327.71
Germany,1996,7.37,6403.33
Germany,1997,9.05,6427.8
Germany,1998,9.17,6479.49
Germany,1999,9.62,6505.13
Germany,2000,10.02,6635.42
Germany,2001,9.09,6762.65
Germany,2002,9.64,6900.78
Germany,2003,9.49,7009.73
Germany,2004,9.05,7108.96
Germany,2005,9.13,7138.22
Germany,2006,9.71,7212.44
Germany,2007,10.0,7229.09
Germany,2008,9.64,7187.76
Germany,2009,9.36,6817.16
Germany,2010,8.01,7264.32
Germany,2011,9.82,7281.27
Germany,2012,9.23,7270.15
Germany,2013,9.24,7217.53
Ghana,1971,26.61,303.44
Ghana,1972,26.86,336.43
Ghana,1973,27.37,380.61
Ghana,1974,26.7,386.83
Ghana,1975,26.57,363.37
Ghana,1976,26.38,372.73
Ghana,1977,27.02,377.9
Ghana,1978,26.81,307.17
Ghana,1979,27.14,366.2
Ghana,1980,27.08,387.77
Ghana,1981,27.02,380.91
Ghana,1982,26.8,343.82
Ghana,1983,27.32,151.72
Ghana,1984,27.18,86.27
Ghana,1985,26.94,152.58
Ghana,1986,26.89,243.21
Ghana,1987,27.78,271.89
Ghana,1988,27.24,288.04
Ghana,1989,27.0,292.05
Ghana,1990,27.24,309.45
Ghana,1991,26.97,322.53
Ghana,1992,26.83,338.21
Ghana,1993,27.09,325.23
Ghana,1994,26.97,326.69
Ghana,1995,27.21,341.02
Ghana,1996,27.13,354.07
Ghana,1997,27.07,379.19
Ghana,1998,27.66,265.19
Ghana,1999,27.12,347.87
Ghana,2000,27.25,319.75
Ghana,2001,27.28,324.82
Ghana,2002,27.4,298.43
Ghana,2003,27.53,212.01
Ghana,2004,27.42,210.62
Ghana,2005,27.6,235.41
Ghana,2006,27.58,284.09
Ghana,2007,27.63,233.72
Ghana,2008,27.37,253.1
Ghana,2009,27.56,251.98
Ghana,2010,27.94,268.86
Ghana,2011,27.6,305.31
Ghana,2012,27.28,331.21
Ghana,2013,27.72,363.41
Greece,1971,14.66,1198.27
Greece,1972,14.7,1360.95
Greece,1973,14.7,1547.97
Greece,1974,14.69,1562.26
Greece,1975,14.73,1655.77
Greece,1976,14.21,1802.87
Greece,1977,15.3,1895.05
Greece,1978,14.62,2100.96
Greece,1979,15.16,2180.61
Greece,1980,14.56,2247.45
Greece,1981,14.95,2263.77
Greece,1982,14.76,2270.49
Greece,1983,14.61,2424.59
Greece,1984,14.88,2561.69
Greece,1985,15.22,2666.32
Greece,1986,15.14,2724.23
Greece,1987,14.91,2859.13
Greece,1988,15.09,3097.54
Greece,1989,14.88,3205.11
Greece,1990,15.5,3221.41
Greece,1991,14.41,3253.22
Greece,1992,14.79,3398.38
Greece,1993,15.04,3459.42
Greece,1994,16.04,3598.52
Greece,1995,15.1,3709.0
Greece,1996,14.85,3832.67
Greece,1997,14.76,3989.12
Greece,1998,15.51,4175.73
Greece,1999,15.99,4316.33
Greece,2000,15.67,4586.33
Greece,2001,15.93,4719.15
Greece,2002,15.62,4909.64
Greece,2003,15.47,5091.29
Greece,2004,15.46,5200.02
Greece,2005,15.18,5297.2
Greece,2006,15.21,5434.58
Greece,2007,16.08,5701.33
Greece,2008,16.05,5805.19
Greece,2009,15.96,5627.88
Greece,2010,16.37,5333.44
Greece,2011,15.26,5389.33
Greece,2012,16.04,5534.9
Greece,2013,17.15,5029.0
Guatemala,1971,23.32,123.44
Guatemala,1972,23.72,142.74
Guatemala,1973,23.64,151.06
Guatemala,1974,23.12,127.95
Guatemala,1975,23.42,169.79
Guatemala,1976,22.98,203.03
Guatemala,1977,23.51,214.89
Guatemala,1978,23.51,220.06
Guatemala,1979,23.57,226.91
Guatemala,1980,23.68,266.17
Guatemala,1981,23.38,223.72
Guatemala,1982,23.78,194.97
Guatemala,1983,23.89,167.77
Guatemala,1984,23.29,172.23
Guatemala,1985,23.32,180.75
Guatemala,1986,23.4,150.16
Guatemala,1987,23.68,171.14
Guatemala,1988,23.65,168.1
Guatemala,1989,23.31,191.69
Guatemala,1990,23.6,205.19
Guatemala,1991,23.88,210.61
Guatemala,1992,23.79,260.9
Guatemala,1993,23.78,246.77
Guatemala,1994,24.02,269.99
Guatemala,1995,23.96,299.12
Guatemala,1996,23.45,261.94
Guatemala,1997,24.08,242.76
Guatemala,1998,24.31,317.12
Guatemala,1999,23.42,365.57
Guatemala,2000,23.43,332.19
Guatemala,2001,23.58,359.6
Guatemala,2002,23.83,364.85
Guatemala,2003,23.99,453.87
Guatemala,2004,23.8,486.91
Guatemala,2005,23.95,486.16
Guatemala,2006,23.81,540.44
Guatemala,2007,23.82,552.5
Guatemala,2008,23.48,540.86
Guatemala,2009,23.94,549.92
Guatemala,2010,23.69,556.04
Guatemala,2011,23.82,550.29
Guatemala,2012,23.85,550.27
Guatemala,2013,24.29,578.9
Haiti,1971,26.21,12.38
Haiti,1972,26.44,17.1
Haiti,1973,26.58,20.04
Haiti,1974,26.2,22.86
Haiti,1975,26.4,29.47
Haiti,1976,26.32,26.81
Haiti,1977,26.76,30.43
Haiti,1978,26.71,34.45
Haiti,1979,26.53,35.94
Haiti,1980,27.03,41.26
Haiti,1981,26.76,48.26
Haiti,1982,26.76,48.83
Haiti,1983,27.05,50.02
Haiti,1984,26.51,50.49
Haiti,1985,26.52,51.72
Haiti,1986,26.66,55.06
Haiti,1987,26.95,53.78
Haiti,1988,26.89,55.23
Haiti,1989,26.66,57.63
Haiti,1990,26.94,59.78
Haiti,1991,26.85,45.71
Haiti,1992,26.67,40.94
Haiti,1993,26.62,29.0
Haiti,1994,27.11,18.97
Haiti,1995,27.1,30.68
Haiti,1996,26.66,34.36
Haiti,1997,27.55,42.7
Haiti,1998,27.4,37.46
Haiti,1999,26.85,39.71
Haiti,2000,26.6,36.24
Haiti,2001,27.01,35.6
Haiti,2002,27.25,30.94
Haiti,2003,27.33,29.05
Haiti,2004,27.18,28.57
Haiti,2005,27.18,37.64
